"","Lon","Lat","focal_rac_vect"
"228",-1.25,55.25,0.329639889196676
"229",2.75,55.25,0.235457063711911
"230",-5.25,55.25,0.49584487534626
"231",7.25,55.25,0.10803324099723
"232",-6.25,55.25,0.18005540166205
"233",0.25,55.25,0.512465373961219
"234",-7.25,55.75,0.263157894736842
"235",0.25,55.75,0.0969529085872576
"236",-7.75,55.75,0.268698060941828
"237",0.75,55.75,0.42382271468144
"238",3.25,55.75,0.213296398891967
"239",5.25,55.75,0.296398891966759
"240",3.75,55.75,0.0526315789473684
"241",-8.25,55.75,0.157894736842105
"242",5.75,55.75,0.434903047091413
"243",1.25,55.75,0.224376731301939
"244",-0.25,55.75,0.0969529085872576
"245",1.75,55.75,0.141274238227147
"246",-0.75,55.75,0.401662049861496
"247",4.25,55.75,0.362880886426593
"248",6.25,55.75,0.141274238227147
"249",4.75,55.75,0.534626038781163
"250",6.75,55.75,0.0692520775623269
"251",-1.25,55.75,0.340720221606648
"252",2.25,55.75,0.318559556786704
"253",-1.75,55.75,0.346260387811634
"254",7.25,55.75,0.509695290858726
"255",2.75,55.75,0.290858725761773
"256",7.25,56.25,0.526315789473684
"257",-8.75,56.25,0.141274238227147
"258",4.25,56.25,0.551246537396122
"259",-0.75,56.25,0.199445983379501
"260",4.75,56.25,0.318559556786704
"261",1.25,56.25,0.346260387811634
"262",-9.25,56.25,0.146814404432133
"263",5.25,56.25,0.429362880886427
"264",1.75,56.25,0.185595567867036
"265",-1.25,56.25,0.373961218836565
"266",5.75,56.25,0.279778393351801
"267",-1.75,56.25,0.282548476454294
"268",2.25,56.25,0.229916897506925
"269",2.75,56.25,0.113573407202216
"270",6.25,56.25,0.196675900277008
"271",-7.25,56.25,0.656509695290859
"272",-2.25,56.25,0.0249307479224377
"273",6.75,56.25,0.418282548476454
"274",-7.75,56.25,0.00277008310249307
"275",3.25,56.25,0.235457063711911
"276",0.25,56.25,0.0941828254847645
"277",3.75,56.25,0.32409972299169
"278",0.75,56.25,0.368421052631579
"279",-8.25,56.25,0.152354570637119
"280",-0.25,56.25,0.240997229916898
"281",0.25,56.75,0.0526315789473684
"282",7.25,56.75,0.351800554016621
"283",0.75,56.75,0.213296398891967
"284",-8.25,56.75,0.407202216066482
"285",-0.25,56.75,0.00831024930747922
"286",7.75,56.75,0.401662049861496
"287",4.25,56.75,0.113573407202216
"288",-0.75,56.75,0.321329639889197
"289",1.25,56.75,0.257617728531856
"290",5.25,56.75,0.301939058171745
"291",-1.25,56.75,0.462603878116344
"292",5.75,56.75,0.368421052631579
"293",-6.75,56.75,0.232686980609418
"294",-1.75,56.75,0.301939058171745
"295",2.75,56.75,0.265927977839335
"296",-2.25,56.75,0.224376731301939
"297",6.25,56.75,0.313019390581717
"298",-7.25,56.75,0.174515235457064
"299",6.75,56.75,0.346260387811634
"300",3.75,56.75,0.0415512465373961
"301",-0.75,57.25,0.329639889196676
"302",3.75,57.25,0.232686980609418
"303",-1.25,57.25,0.0858725761772853
"304",5.25,57.25,0.18005540166205
"305",-8.25,57.25,0.207756232686981
"306",0.25,57.25,0.246537396121884
"307",-1.75,57.25,0.0858725761772853
"308",5.75,57.25,0.307479224376731
"309",-8.75,57.25,0.0803324099722991
"310",0.75,57.25,0.135734072022161
"311",4.25,57.25,0.0415512465373961
"312",4.75,57.25,0.171745152354571
"313",6.25,57.25,0.318559556786704
"314",7.25,57.25,0.119113573407202
"315",1.25,57.25,0.188365650969529
"316",7.75,57.25,0.163434903047091
"317",1.75,57.25,0.18005540166205
"318",8.25,57.25,0.18005540166205
"319",-0.25,57.25,0.124653739612188
"320",8.75,57.25,0.146814404432133
"321",2.75,57.25,0.340720221606648
"322",8.25,57.75,0.274238227146814
"323",2.25,57.75,0.0803324099722992
"324",-0.25,57.75,0.229916897506925
"325",8.75,57.75,0.074792243767313
"326",-0.75,57.75,0.0858725761772854
"327",3.25,57.75,0.263157894736842
"328",3.75,57.75,0.110803324099723
"329",-1.25,57.75,0.290858725761773
"330",5.25,57.75,0.221606648199446
"331",-9.25,57.75,0.0637119113573408
"332",0.25,57.75,0.127423822714681
"333",-1.75,57.75,0.196675900277008
"334",0.75,57.75,0.160664819944598
"335",4.25,57.75,0.146814404432133
"336",-2.75,57.75,0.218836565096953
"337",1.25,57.75,0.0914127423822715
"338",-1.25,58.25,0.0470914127423823
"339",-7.25,58.25,0.202216066481994
"340",1.25,58.25,0.130193905817175
"341",-1.75,58.25,0.0470914127423823
"342",-7.75,58.25,0.185595567867036
"343",1.75,58.25,0.213296398891967
"344",2.25,58.25,0.329639889196676
"345",-2.75,58.25,0.110803324099723
"346",2.75,58.25,0.157894736842105
"347",-3.25,58.25,0.174515235457064
"348",-8.75,58.25,0.135734072022161
