"","X","pb","bathy","chlomean","ppmean","odismean","salinity","tempmean","x","y"
"1208",1421,0,1.05939057174385,-0.664207390980046,2.77886030865981,-0.762727259018116,-3.47679869720335,-1.25755800221504,17.125,56.2916666666667
"1211",1424,0,0.848539938294642,0.497294975624454,0.356837122312222,0.324567577020443,0.234112422153532,-0.865895266390377,-14.7083333333333,57.7083333333333
"1212",1425,0,1.000665594258,-0.396333237702091,2.83372647560542,-0.688282043081647,-3.52080538288281,-1.30193380227585,20.625,58.9583333333333
"1213",1426,0,1.02359629975248,2.6461599661503,0.504122303495199,2.34034545822302,0.127831918756346,-0.911881629303995,-5.54166666666667,55.125
"1217",1430,0,1.04820486174655,2.00320951402524,0.406480245417322,1.42634983903387,0.210787697526505,-0.821455971178834,-7.29166666666667,55.7916666666667
"1218",1431,0,-0.522828107375043,0.00667222600901148,-0.396411453683608,0.316400056104555,0.306493426257074,0.321228242900566,-22.7916666666667,43.4583333333333
"1222",1435,0,1.06554271224237,-0.537845677085745,3.24787661120323,-0.74466131829771,-3.64722361946602,-1.68135836996206,21.125,61.7916666666667
"1223",1436,0,-0.768913727315769,0.383396865911269,0.143726692357151,0.273921663469726,0.229702545674208,-0.627384296177261,-23.125,51.9583333333333
"1224",1437,0,0.951448470269854,0.544734717808716,1.0711046604189,0.564024209158566,-0.539881417957677,-1.00844605708376,8.95833333333333,58.375
"1226",1439,0,0.596302177855397,0.594894471905232,0.000671152558740912,0.742777433672827,0.26698658796205,-0.236991672232756,-11.5416666666667,49.125
"1232",1445,0,-1.33155494018025,-0.162608501558748,-0.269500333085963,0.16945476813718,0.298344827727733,0.210904791916509,-14.4583333333333,43.7916666666667
"1233",1446,0,0.161178058960203,0.369056679816814,0.32297764666311,0.140853902189003,0.226567019327099,-0.877570646095827,-19.9583333333333,58.0416666666667
"1234",1447,0,-1.00996577775771,0.384005195514269,0.271084238894462,0.201999175836313,0.230166847629737,-0.64842750813676,-21.625,53.2916666666667
"1235",1448,0,-0.700121610832339,0.333532716851215,0.587303699018577,0.0539204706831778,0.214942108720468,-0.931943590546018,-24.7083333333333,56.375
"1236",1449,0,-0.705155180331126,0.37014939831534,0.0599373382548336,0.278889447662814,0.249248368274297,-0.443281359839737,-20.9583333333333,51.125
"1238",1451,0,0.853573507793429,1.22221256518621,0.759308494641709,0.985374381470996,0.109268273369875,-1.13846156828374,3.04166666666666,61.875
"1240",1453,0,-1.34777421967634,0.349577468758855,-0.183359212719631,0.448627838575331,0.282665211795794,-0.0264563730178275,-17.7083333333333,46.9583333333333
"1241",1454,0,-0.903142247283438,0.389623215548755,0.0852826007272204,0.265550460818396,0.252868038540846,-0.454351446957012,-16.625,52.7083333333333
