"","Lon","Lat","focal_rac_vect"
"328",3.75,57.75,-0.5007703602314
"329",-1.25,57.75,-0.467557609081268
"330",5.25,57.75,-0.492560923099518
"331",-9.25,57.75,-0.699280768632889
"332",0.25,57.75,-0.498501718044281
"333",-1.75,57.75,-0.487917840480804
"334",0.75,57.75,-0.491185009479523
"335",4.25,57.75,-0.486084699630737
"336",-2.75,57.75,-0.477769076824188
"337",1.25,57.75,-0.491596162319183
"338",-1.25,58.25,-0.484465897083282
"339",-7.25,58.25,-0.46295291185379
"340",1.25,58.25,-0.465286552906036
"341",-1.75,58.25,-0.714458495378494
"342",-7.75,58.25,-0.47932767868042
"343",1.75,58.25,-0.46506255865097
"344",2.25,58.25,-0.506092637777328
"345",-2.75,58.25,-0.498554348945618
"346",2.75,58.25,-0.498404622077942
"347",-3.25,58.25,-0.529079139232635
"348",-8.75,58.25,-0.472910284996033
"349",3.25,58.25,-0.513222128152847
"350",0.25,58.25,-0.50599417090416
"351",3.75,58.25,-0.517457991838455
"352",-0.25,58.25,-0.523175060749054
"353",-9.25,58.25,-0.491431772708893
"354",0.75,58.25,-0.506691515445709
"355",-0.75,58.25,-0.521397590637207
"356",0.75,58.75,-0.504462569952011
"357",-1.25,58.75,-0.487213611602783
"358",1.75,58.75,-0.504829078912735
"359",-1.75,58.75,-0.537864029407501
"360",-2.25,58.75,-0.52127993106842
"361",2.75,58.75,-0.487092852592468
"362",-3.75,58.75,-0.589969754219055
"363",-8.25,58.75,-0.585979133844376
"364",-4.25,58.75,-0.676305592060089
"365",3.25,58.75,-0.671037644147873
"366",-5.75,58.75,-0.473899066448212
"367",0.25,58.75,-0.450120687484741
"368",-0.75,58.75,-0.567416667938232
"369",-6.25,58.75,-0.340234756469727
"370",1.75,59.25,-0.442988514900208
"371",-1.75,59.25,-0.691983252763748
"372",-2.25,59.25,-0.734956979751587
"373",-5.25,59.25,-0.313807010650635
"374",-5.75,59.25,-0.43789267539978
"375",-3.75,59.25,-0.47993016242981
"376",-4.25,59.25,-0.537979483604431
"377",-4.75,59.25,-0.939166653901339
"378",-0.75,59.25,-0.545704364776611
"379",0.75,59.25,-0.394850134849548
"380",-1.25,59.25,-0.437996089458466
"381",-1.25,59.75,-0.467290878295898
"382",-2.25,59.75,-0.497397243976593
"383",-2.75,59.75,-0.753285482525826
"384",-5.25,59.75,-0.411568343639374
